	time	open	high	low	close	volume	date	10_ema	55_ema	ADX	SMIH	signal
12	1621521000000.0	41708.43	41999.67	41294.12	41439.32	3353.062316	2021-05-20 14:30:00	41306.89999899592	40879.40746774286	54.187312485659355	0.0	flat
13	1621522800000.0	41436.5	41999.0	41355.21	41724.15	3069.267241	2021-05-20 15:00:00	41387.62675622688	40955.02145707972	54.307464927649384	0.0	flat
14	1621524600000.0	41724.15	41815.4	40891.91	41432.88	3200.131106	2021-05-20 15:30:00	41396.28118423748	40995.61156327695	51.18203378236159	0.0	flat
15	1621526400000.0	41432.88	41450.0	39019.0	39840.41	10595.392705	2021-05-20 16:00:00	41101.50816810342	40902.09059794465	49.25739118372723	0.0	flat
16	1621528200000.0	39836.31	39933.16	38110.0	39311.8	8433.172188	2021-05-20 16:30:00	40765.003748293355	40778.918935625836	48.88749148257387	0.0	flat
17	1621530000000.0	39311.8	39753.4	38720.0	39249.9	4083.106118	2021-05-20 17:00:00	40481.887375355785	40665.23773194406	48.56363963959588	0.0	flat
18	1621531800000.0	39251.34	40249.0	39200.0	39785.36	3553.888567	2021-05-20 17:30:00	40352.385664696936	40602.25300593709	46.77693422367725	0.0	flat
19	1621533600000.0	39784.97	39935.0	39220.0	39809.94	2921.702352	2021-05-20 18:00:00	40251.94403983886	40547.500402111895	45.195753692308834	0.0	flat
20	1621535400000.0	39809.94	40018.62	39664.46	39811.84	2056.359786	2021-05-20 18:30:00	40170.72421938391	40498.30540757253	43.54486531109462	0.0	flat
21	1621537200000.0	39808.32	40448.23	39532.82	40292.22	2662.453332	2021-05-20 19:00:00	40193.08486959358	40484.94050697116	40.90253427044879	0.0	flat
22	1621539000000.0	40292.58	40400.0	39884.53	40116.04	1901.144576	2021-05-20 19:30:00	40178.936673117714	40461.69416846836	38.53607916663681	0.0	flat
23	1621540800000.0	40116.04	40635.0	39638.27	40456.89	2355.938714	2021-05-20 20:00:00	40229.88624841307	40461.39947815532	36.88762102366982	0.0	flat
24	1621542600000.0	40456.89	40489.97	39805.0	39992.87	1759.244813	2021-05-20 20:30:00	40186.50494439987	40433.377717438314	35.40239083514213	0.0	flat
25	1621544400000.0	39992.88	40829.61	39698.43	40574.74	1725.338486	2021-05-20 21:00:00	40257.477894887816	40441.63338875434	33.127988006044376	0.0	flat
26	1621546200000.0	40572.52	40823.96	40522.74	40688.48	988.577416	2021-05-20 21:30:00	40336.19104833931	40455.729635155345	31.068797493477756	0.0	flat
27	1621548000000.0	40686.18	40702.57	40095.03	40162.9	1403.441757	2021-05-20 22:00:00	40304.56882581592	40439.35772651707	30.101395747593045	0.0	flat
28	1621549800000.0	40162.89	41900.0	39383.52	41451.73	5019.749608	2021-05-20 22:30:00	40513.76473705623	40494.83834820582	28.67622997341965	0.0	flat
29	1621551600000.0	41452.56	41727.27	40765.64	40987.61	2624.421287	2021-05-20 23:00:00	40600.12823062236	40521.337683199	27.378528923917617	0.0	flat
30	1621553400000.0	40983.39	41180.0	40247.48	40526.64	2191.007994	2021-05-20 23:30:00	40586.74012298913	40521.617762353046	25.265226029037326	0.0	flat
31	1621555200000.0	40525.39	41165.27	40470.23	41001.79	2661.514155	2021-05-21 00:00:00	40662.3266615999	40546.55481935276	23.33515100518386	0.0	flat
32	1621557000000.0	41009.58	42200.0	40954.57	41725.59	3847.883766	2021-05-21 00:30:00	40855.90484174047	40606.80904154752	23.138609022883124	0.0	flat
33	1621558800000.0	41725.59	41821.63	41411.0	41499.17	1625.669522	2021-05-21 01:00:00	40972.98960926159	40651.7216448296	22.9586579269246	0.0	flat
34	1621560600000.0	41499.17	41814.23	41248.12	41429.68	1809.464673	2021-05-21 01:30:00	41056.098252741394	40690.31232170941	22.44263584125908	0.0	flat
35	1621562400000.0	41427.61	41623.86	41039.38	41178.18	1993.788471	2021-05-21 02:00:00	41078.31112225287	40714.18146978976	21.528449782513572	0.0	flat
36	1621564200000.0	41178.19	41373.48	41078.06	41248.33	1216.195988	2021-05-21 02:30:00	41109.242088709885	40739.97417777403	20.688904361162216	0.0	flat
37	1621566000000.0	41247.42	41266.07	40559.52	40570.01	2090.164678	2021-05-21 03:00:00	41011.15203675801	40731.868938171865	19.362846620036276	0.0	flat
38	1621567800000.0	40570.01	40878.78	40408.84	40666.91	1644.060703	2021-05-21 03:30:00	40948.537582566285	40728.80783353004	18.417634928049953	0.0	flat
39	1621569600000.0	40662.0	40715.11	40009.22	40057.61	2647.593654	2021-05-21 04:00:00	40786.497830017375	40697.535317868256	18.226411466062885	0.0	flat
40	1621571400000.0	40060.49	40244.2	39672.01	39943.65	2670.171026	2021-05-21 04:30:00	40633.21181139195	40662.78819152037	18.5604392941533	0.0	flat
41	1621573200000.0	39943.66	40296.68	39587.06	39984.72	2009.373079	2021-05-21 05:00:00	40515.278426562036	40631.85649315934	18.992343444715345	115.96976071428898	0b
42	1621575000000.0	39984.73	40199.0	39750.32	39846.48	1704.647166	2021-05-21 05:30:00	40393.65695796227	40596.38098807299	19.39063633751106	-151.9046964285675	3b
43	1621576800000.0	39846.48	39850.0	39222.0	39581.18	3241.413392	2021-05-21 06:00:00	40245.912252281545	40550.95384515673	20.51143208582456	-416.7122535714243	3b
44	1621578600000.0	39581.18	40800.0	39575.39	40564.85	2746.372159	2021-05-21 06:30:00	40303.907878126534	40551.57008931154	19.493412584101343	-531.270946428567	3d
45	1621580400000.0	40566.03	40650.0	39536.76	39594.37	2255.335055	2021-05-21 07:00:00	40174.88835118605	40509.48501331238	18.614872046330554	-770.1382392857106	3d
46	1621582200000.0	39590.81	39884.82	39482.5	39842.57	1894.167063	2021-05-21 07:30:00	40114.46198918949	40480.40286112258	17.894101474021305	-931.33996785714	3d
47	1621584000000.0	39842.58	40363.27	39277.0	40102.99	3079.923793	2021-05-21 08:00:00	40112.37603617007	40464.07390412484	16.829087562606635	-1077.972089285713	3d
48	1621585800000.0	40102.99	40250.0	39566.33	40024.22	3150.292411	2021-05-21 08:30:00	40096.346805847206	40445.18603046385	15.844443952376935	-1099.2787285714273	3d
49	1621587600000.0	40021.32	40517.25	40019.76	40449.99	2041.547031	2021-05-21 09:00:00	40160.648391433555	40445.390838749256	15.414266987497397	-1056.687649999999	1d
50	1621589400000.0	40450.0	41194.18	40355.58	40876.67	3823.456818	2021-05-21 09:30:00	40290.83881493637	40463.65128052177	16.045053514245467	-965.0242964285711	1b
51	1621591200000.0	40876.68	41199.0	40575.64	40882.54	2347.294722	2021-05-21 10:00:00	40398.424010449686	40481.27036624993	16.635393082815483	-818.1476571428582	1b
52	1621593000000.0	40873.39	41199.99	40653.07	40738.21	2635.678278	2021-05-21 10:30:00	40460.20476684971	40492.00946801338	17.18327014254478	-602.3728214285736	1b
53	1621594800000.0	40738.21	40881.63	40237.42	40396.14	2323.378821	2021-05-21 11:00:00	40448.55639825362	40488.02671082608	16.724751206838782	-449.9650214285757	1d
54	1621596600000.0	40396.14	41230.67	40396.14	41124.29	2176.45887	2021-05-21 11:30:00	40571.41903081541	40514.30615137679	16.87103640253954	-140.9267321428608	1b
55	1621598400000.0	41124.3	41577.0	40764.92	40897.17	3376.333655	2021-05-21 12:00:00	40630.64725980171	40530.03160983756	17.51425016354658	106.82250357142425	0b
56	1621600200000.0	40897.17	41092.6	40470.07	40508.0	2425.558136	2021-05-21 12:30:00	40608.3475177273	40529.1315237747	17.44329848481096	277.46892142856814	0d
57	1621602000000.0	40508.01	41100.69	40269.0	41100.69	2030.934856	2021-05-21 13:00:00	40697.86512190629	40552.362738076314	16.947285786589017	480.82800357142537	0d
58	1621603800000.0	41100.69	41299.86	41006.1	41112.03	1577.989676	2021-05-21 13:30:00	40773.16837020621	40574.99900770243	16.82129089699565	679.2968821428544	0d
59	1621605600000.0	41112.03	41789.4	37400.0	38435.11	14218.810337	2021-05-21 14:00:00	40348.064339442855	40488.856776400135	18.681928911226954	386.33005357142713	2b
60	1621607400000.0	38435.11	38942.82	36600.0	37837.27	18376.465994	2021-05-21 14:30:00	39891.55407332888	40382.59845078167	20.85036785986719	29.148978571427165	2b
61	1621609200000.0	37835.04	38300.0	37016.34	37613.99	9332.33566	2021-05-21 15:00:00	39477.44987848366	40272.13220323092	22.8606343343824	-338.74336785714456	3b
62	1621611000000.0	37623.04	37958.07	36444.44	36794.57	9595.162745	2021-05-21 15:30:00	38989.651960132964	40133.95731506354	25.025800289981227	-832.6599392857155	3a
63	1621612800000.0	36803.28	37500.0	36100.0	37330.16	9572.573738	2021-05-21 16:00:00	38687.92535120066	40022.999241146266	27.203873572781944	-1194.8757607142863	3a
64	1621614600000.0	37330.15	37825.75	37000.0	37033.57	5281.579813	2021-05-21 16:30:00	38387.13281827713	39905.149820000275	28.680012736957806	-1485.3323178571422	3a
65	1621616400000.0	37031.7	37384.49	36729.0	36970.41	4499.764844	2021-05-21 17:00:00	38129.5463952688	39789.883746930835	30.206204312160907	-1839.601028571427	3a
66	1621618200000.0	36970.41	37352.43	36619.34	37341.74	3900.797426	2021-05-21 17:30:00	37986.30866136701	39694.07072431325	31.686206461649736	-2069.5794285714273	3a
67	1621620000000.0	37341.8	37391.15	36346.8	36512.66	3672.91059	2021-05-21 18:00:00	37718.37222356282	39569.98453838884	33.220578056899406	-2396.2354535714267	3a
68	1621621800000.0	36512.66	37269.0	36511.79	37159.65	3097.734218	2021-05-21 18:30:00	37616.78626622521	39476.28124160365	34.643974154213616	-2565.0079964285687	3a
69	1621623600000.0	37159.65	37169.87	35952.31	36038.38	4585.003738	2021-05-21 19:00:00	37329.803081039616	39343.05181737385	36.295228768545606	-2852.900439285711	3a
70	1621625400000.0	36040.7	36311.01	35501.01	36062.12	6568.106228	2021-05-21 19:30:00	37099.315098504645	39216.29065629214	38.06596022186437	-3013.239682142853	3a
71	1621627200000.0	36062.13	36332.82	35150.0	36098.05	5623.00874	2021-05-21 20:00:00	36917.26680208822	39096.166121123664	39.88176060265995	-3087.1655464285673	3a
72	1621629000000.0	36098.05	36150.0	35151.0	35195.24	3542.457047	2021-05-21 20:30:00	36604.17088383534	38946.31098236862	41.56665084531694	-3268.5304571428533	3a
73	1621630800000.0	35212.52	35950.0	33488.0	35766.56	12572.902146	2021-05-21 21:00:00	36451.87794171923	38824.48902233611	43.79522004530233	-3228.8432392857117	1a
74	1621632600000.0	35765.1	36691.0	35315.64	36588.77	6297.131617	2021-05-21 21:30:00	36476.767414101414	38739.05653041015	44.52271259026815	-2909.7260749999978	1a
75	1621634400000.0	36592.48	36696.47	36000.0	36623.77	4243.704373	2021-05-21 22:00:00	36503.49516335341	38658.42750076087	45.18836099039428	-2559.9423749999983	1a
76	1621636200000.0	36623.77	37337.41	36448.0	36663.99	4141.58113	2021-05-21 22:30:00	36532.67604842614	38582.5871569684	44.72679154016831	-2201.7475749999985	1c
77	1621638000000.0	36664.0	37447.0	36300.0	37207.63	3349.425061	2021-05-21 23:00:00	36655.39496826459	38530.42371370091	44.40272580013726	-1653.6557821428569	1c
78	1621639800000.0	37189.73	37443.03	36800.15	37252.01	2582.771196	2021-05-21 23:30:00	36763.87044272072	38482.03058167219	44.10194583661965	-1067.3404035714275	1c
79	1621641600000.0	37263.35	37600.0	36877.0	36923.44	2515.991273	2021-05-22 00:00:00	36792.88309259315	38423.15759558556	43.537510381086726	-616.230492857143	1c
80	1621643400000.0	36923.44	37741.92	36923.44	37654.31	2634.918836	2021-05-22 00:30:00	36949.5061803347	38394.17541806163	42.75105531539177	-61.10770714285809	1c
81	1621645200000.0	37652.42	37976.99	37200.0	37932.99	2502.297392	2021-05-22 01:00:00	37128.32143304088	38376.825129869176	41.58628615788176	497.25455714285454	0c
82	1621647000000.0	37932.01	37987.63	37555.88	37620.76	2406.357858	2021-05-22 01:30:00	37217.85572317282	38348.43528511354	40.484910899109835	869.8842714285702	0c
83	1621648800000.0	37620.75	38100.0	37591.46	37885.08	2301.782741	2021-05-22 02:00:00	37339.169233848705	38331.06841124212	39.239295515485665	1293.3451071428558	0c
84	1621650600000.0	37885.08	37903.95	37139.91	37382.96	2742.749013	2021-05-22 02:30:00	37347.13119164211	38295.59531741987	38.61483607756094	1549.3501535714267	0c
85	1621652400000.0	37382.97	37716.14	36800.0	37007.0	3490.836481	2021-05-22 03:00:00	37285.28915481944	38247.46488003656	38.39628906763358	1688.1782071428547	0c
86	1621654200000.0	37012.09	37129.99	36517.03	36951.85	4651.957469	2021-05-22 03:30:00	37224.663852356134	38199.151334083836	38.475271392675815	1819.948296428569	0a
87	1621656000000.0	36947.31	37219.45	36366.1	36459.78	3111.249132	2021-05-22 04:00:00	37085.59405804002	38134.39213233769	38.695428410841544	1751.482674999998	2a
88	1621657800000.0	36459.78	36635.77	35875.11	36304.18	4215.269873	2021-05-22 04:30:00	36943.51877227028	38066.35402245285	39.343929102881624	1691.2364857142843	2a
89	1621659600000.0	36304.19	36450.0	35325.2	35411.78	3803.78849	2021-05-22 05:00:00	36665.020809682625	37967.81420818189	40.370329865691964	1344.229789285712	2a
90	1621661400000.0	35411.78	36713.09	35200.62	36376.25	3707.799258	2021-05-22 05:30:00	36612.51702548804	37908.81710784704	40.71559014488285	1172.6504785714262	2a
91	1621663200000.0	36376.26	36510.23	35500.0	35675.53	2552.3913	2021-05-22 06:00:00	36442.15574649144	37826.14418793104	41.03613288064531	859.3101999999975	2a
92	1621665000000.0	35675.53	36494.0	35572.97	36412.47	2643.749982	2021-05-22 06:30:00	36436.75833799606	37773.880264872976	41.33373135140189	576.1718035714268	2a
93	1621666800000.0	36412.47	36422.39	35596.1	36126.75	3100.16796	2021-05-22 07:00:00	36380.39318527099	37713.061793850466	41.610031104216155	223.44621428571278	2a
94	1621668600000.0	36126.75	36496.13	35799.0	36269.28	2521.26656	2021-05-22 07:30:00	36360.19078784279	37659.81614779405	41.65462582999561	-27.28271428571611	3a
95	1621670400000.0	36266.36	36814.19	36258.96	36592.73	3439.564877	2021-05-22 08:00:00	36402.4706447805	37620.50856280734	40.81527532641103	-211.91564642857202	3c
96	1621672200000.0	36593.2	37120.19	36507.36	36805.61	2397.03356	2021-05-22 08:30:00	36475.76870962381	37590.52429915748	39.271166389777385	-354.94570714285715	3c
97	1621674000000.0	36805.61	37452.61	36490.97	37126.89	2649.095499	2021-05-22 09:00:00	36594.154399123974	37573.48325269463	37.08864689177302	-385.7875892857146	3c
98	1621675800000.0	37103.29	37377.78	36926.0	37173.8	2046.579069	2021-05-22 09:30:00	36699.544508622435	37558.8080281166	35.06223262774214	-400.87795357142795	3c
99	1621677600000.0	37174.99	37543.0	36835.0	37408.27	2404.911893	2021-05-22 10:00:00	36828.40368912127	37553.2862403074	32.80603334672177	-338.68521428571376	1c
100	1621679400000.0	37408.27	38827.52	37330.61	38337.98	6869.851774	2021-05-22 10:30:00	37102.87210971388	37582.04130406882	32.3388796372375	-54.43008214285635	1c
101	1621681200000.0	38337.98	38500.0	38091.47	38163.01	2311.450452	2021-05-22 11:00:00	37295.62445365097	37603.31107798664	31.905130202578597	230.51039285714353	0c
102	1621683000000.0	38163.02	38314.99	37555.0	38157.76	2491.015406	2021-05-22 11:30:00	37452.37637133446	37623.59175620786	30.399097509530865	485.1326928571449	0c
103	1621684800000.0	38157.75	38600.0	37725.74	38478.08	3005.437272	2021-05-22 12:00:00	37638.86794034382	37654.820322267136	29.417346887260187	820.9030321428588	0c
104	1621686600000.0	38478.09	38729.19	38056.49	38151.81	2197.303936	2021-05-22 12:30:00	37732.13013307449	37672.96845880652	28.689968681200064	1042.4153178571448	0c
105	1621688400000.0	38151.8	38576.43	37965.36	38543.2	2323.794458	2021-05-22 13:00:00	37879.59738169166	37704.720481417105	27.818999663432148	1290.4222321428579	0c
106	1621690200000.0	38543.21	38829.0	38260.0	38310.57	2698.947558	2021-05-22 13:30:00	37957.95603960298	37726.8089671453	27.39286689768322	1472.5102785714291	0c
107	1621692000000.0	38310.57	38538.18	38007.54	38365.27	2125.649063	2021-05-22 14:00:00	38032.01312334019	37750.06911110366	26.435007539535604	1598.2015749999994	0c
108	1621693800000.0	38365.26	38365.27	37383.59	37808.48	3973.519223	2021-05-22 14:30:00	37991.37073726547	37752.195586745635	24.74120259030701	1584.3382535714295	2c
109	1621695600000.0	37808.49	37996.76	37000.0	37501.9	3358.926139	2021-05-22 15:00:00	37902.376057739595	37743.08975299467	23.783527315010318	1406.9898928571433	2c
110	1621697400000.0	37501.9	38721.75	37403.99	38162.4	3365.520378	2021-05-22 15:30:00	37949.6531381606	37758.334240948294	22.48841247763596	1409.2051428571428	0d
111	1621699200000.0	38161.92	38491.52	37563.49	38282.62	3443.062702	2021-05-22 16:00:00	38010.192567596445	37777.383003896946	21.285853598503092	1338.606664285714	2d
112	1621701000000.0	38282.62	38470.01	38016.92	38147.74	1557.214036	2021-05-22 16:30:00	38035.20119167336	37790.8307883722	20.169232956797497	1283.461999999999	2d
113	1621702800000.0	38154.08	38600.0	38075.14	38185.94	2203.500618	2021-05-22 17:00:00	38062.60824773593	37805.1687878711	19.355185490306024	1135.847492857142	2d
114	1621704600000.0	38187.83	38291.59	37788.88	37968.1	1900.715956	2021-05-22 17:30:00	38045.42492996413	37811.077955379194	18.034439479141195	915.8782749999997	2d
115	1621706400000.0	37972.55	38121.04	37600.0	37641.68	2084.313099	2021-05-22 18:00:00	37972.01676087404	37804.93765204404	17.037906697152177	641.8726928571426	2d
116	1621708200000.0	37641.68	37769.83	37300.0	37646.26	2228.751789	2021-05-22 18:30:00	37912.788258893175	37799.1890031189	16.643607637259645	386.0506999999999	2d
117	1621710000000.0	37647.3	37988.0	37406.75	37738.46	1897.188877	2021-05-22 19:00:00	37881.09221182004	37796.990014800635	15.821609397488173	164.39661428571458	2d
118	1621711800000.0	37738.46	37888.0	37158.14	37286.65	1595.268294	2021-05-22 19:30:00	37773.01180966634	37778.51983075944	15.502995968939443	-128.52650714285596	3d
119	1621713600000.0	37286.65	37999.46	37268.76	37806.79	1600.94592	2021-05-22 20:00:00	37779.153298818135	37779.5424939534	14.96286160695931	-296.6594964285705	3d
120	1621715400000.0	37806.79	38196.54	37670.0	38022.81	1479.694995	2021-05-22 20:30:00	37823.4545172161	37788.338559093296	14.035349366356492	-338.1911464285697	3d
121	1621717200000.0	38022.81	38150.0	37903.83	37990.26	1605.038046	2021-05-22 21:00:00	37853.78278681388	37795.63639532436	13.174104297999085	-383.8510107142845	3d
122	1621719000000.0	37990.49	38362.33	37826.07	38153.77	1531.5156	2021-05-22 21:30:00	37908.32591648512	37808.57451173975	12.5619690424306	-383.9853428571423	3d
123	1621720800000.0	38153.91	38400.0	37338.18	37709.18	2591.719898	2021-05-22 22:00:00	37872.117568032714	37804.98521473628	12.365062741988314	-418.1626999999992	3d
124	1621722600000.0	37709.18	37749.02	37349.99	37622.38	1532.026605	2021-05-22 22:30:00	37826.71073748073	37798.393663368086	12.182223947470382	-475.7059249999993	3d
125	1621724400000.0	37621.62	37850.0	37449.84	37802.41	1240.105279	2021-05-22 23:00:00	37822.2924215751	37798.53858668707	11.761362504784914	-440.11660714285654	1d
126	1621726200000.0	37801.28	37805.14	37377.5	37449.73	1490.0078	2021-05-22 23:30:00	37754.55379946996	37785.95701106545	11.531895595380957	-464.57884642857005	3d
127	1621728000000.0	37458.51	37568.0	36668.99	37550.7	4305.827166	2021-05-23 00:00:00	37717.489472293346	37777.47427566464	12.642853542673455	-426.7322714285708	1b
128	1621729800000.0	37545.84	38270.64	37513.82	38191.0	2473.336197	2021-05-23 00:30:00	37803.582295513224	37792.37978866402	12.059071415305604	-310.30248928571336	1d
129	1621731600000.0	38191.34	38222.96	38042.73	38139.08	1290.278152	2021-05-23 01:00:00	37864.58187814747	37804.87244871503	11.516993681056212	-238.97246428571304	1d
130	1621733400000.0	38139.86	38190.0	37871.84	37907.92	1248.865544	2021-05-23 01:30:00	37872.461536666146	37808.584381332475	11.33977745795285	-150.4105785714271	1d
131	1621735200000.0	37907.91	38018.93	37520.0	37597.16	1288.798796	2021-05-23 02:00:00	37822.4067118176	37800.97088657335	11.79780759769554	-102.96632142856889	1b
132	1621737000000.0	37597.15	37818.87	37370.01	37470.16	1612.494279	2021-05-23 02:30:00	37758.36185512333	37789.06175320951	12.470666870070064	-79.91353214285402	1b
133	1621738800000.0	37470.54	37645.28	37234.4	37456.1	1413.55471	2021-05-23 03:00:00	37703.4051541917	37777.078610661505	13.317237108523386	-39.80224999999702	1b
134	1621740600000.0	37456.09	37663.64	37366.72	37421.59	1221.207909	2021-05-23 03:30:00	37652.16603524766	37764.28825741101	14.052597050781124	-29.385235714282317	1b
135	1621742400000.0	37421.59	37421.59	37050.66	37278.1	1534.696269	2021-05-23 04:00:00	37584.1540288389	37746.800018178394	15.258000055261547	-78.34914285714017	3b
136	1621744200000.0	37278.09	37413.53	37102.0	37198.73	1252.048667	2021-05-23 04:30:00	37514.076932686294	37727.09092777687	16.377295876625908	-138.92157142856865	3b
137	1621746000000.0	37198.73	37198.73	36572.41	36941.51	3063.573761	2021-05-23 05:00:00	37409.97385401596	37698.847696763696	18.190809014957594	-236.5522571428545	3b
138	1621747800000.0	36941.51	37089.0	36877.94	36883.04	1362.363186	2021-05-23 05:30:00	37314.16769874025	37669.524723412236	19.87477646079577	-382.27916428571166	3b
139	1621749600000.0	36879.99	37323.23	36552.32	36577.43	2371.628709	2021-05-23 06:00:00	37180.21538987831	37630.28002584288	21.857043978020073	-530.6808999999971	3b
140	1621751400000.0	36577.42	36699.51	36318.0	36650.38	2993.54391	2021-05-23 06:30:00	37083.88168262765	37595.07485195452	23.96835642461211	-614.7915857142833	3a
141	1621753200000.0	36650.37	36860.74	36131.6	36287.3	2813.813064	2021-05-23 07:00:00	36939.04864942257	37548.10002378442	26.131383620376802	-740.6621178571418	3a
142	1621755000000.0	36289.32	36393.24	35530.0	35927.69	4501.679663	2021-05-23 07:30:00	36755.16525861841	37489.90739778159	28.690983054626123	-863.2484142857143	3a
143	1621756800000.0	35927.7	35930.89	34467.92	35420.33	8888.252105	2021-05-23 08:00:00	36512.46793886954	37415.5988582049	31.72732649424902	-1036.6796571428572	3a
144	1621758600000.0	35420.33	35424.33	33800.59	34376.0	9416.551665	2021-05-23 08:30:00	36124.01922271135	37306.48235712067	34.837051230622336	-1349.2877928571427	3a
145	1621760400000.0	34376.0	35300.0	33925.18	35009.52	8654.481308	2021-05-23 09:00:00	35921.38300040016	37224.04043327123	37.72464354456766	-1485.0240357142857	3a
146	1621762200000.0	35008.41	35100.0	34044.84	34202.58	5250.733963	2021-05-23 09:30:00	35608.873363963714	37115.614267439916	40.405971308786356	-1766.7942678571421	3a
147	1621764000000.0	34207.02	35223.7	34118.72	35211.89	5003.57484	2021-05-23 10:00:00	35536.69457051576	37047.3101397878	42.49975889682185	-1804.6486750000001	3a
148	1621765800000.0	35210.07	35822.21	34948.38	35004.81	4386.208673	2021-05-23 10:30:00	35439.98828496743	36974.038927503265	42.72856242859744	-1788.013732142857	1a
149	1621767600000.0	35004.82	35686.03	34600.0	35472.97	3984.592162	2021-05-23 11:00:00	35445.9849604279	36920.19919848669	43.25701390388946	-1653.7838571428572	1a
150	1621769400000.0	35483.8	35800.0	35238.56	35389.1	2759.794871	2021-05-23 11:30:00	35435.642240350106	36865.29077378872	43.44849917774699	-1520.1287785714285	1a
151	1621771200000.0	35386.8	35800.0	34944.47	35031.0	5045.197601	2021-05-23 12:00:00	35362.07092392281	36799.51898572804	43.90419140682571	-1449.4264464285711	1a
152	1621773000000.0	35035.71	35214.0	33118.93	33944.77	12177.508212	2021-05-23 12:30:00	35104.37984684592	36697.17142232678	45.49134519163834	-1525.2339214285716	3a
153	1621774800000.0	33944.76	34169.76	32730.9	33005.67	9258.608723	2021-05-23 13:00:00	34722.79623832846	36564.843055472484	47.13258422759587	-1710.6501928571433	3a
154	1621776600000.0	33026.19	33970.05	32600.0	33642.07	8424.411893	2021-05-23 13:30:00	34526.30055863237	36460.08498795452	48.711826381970596	-1713.186271428572	3a
155	1621778400000.0	33647.25	33795.74	33000.0	33687.93	5331.967556	2021-05-23 14:00:00	34373.86954797194	36360.73806428401	50.17826329208247	-1683.7606821428565	1a
156	1621780200000.0	33681.03	34583.39	33434.39	33891.91	5816.156168	2021-05-23 14:30:00	34286.24053924977	36272.27249392256	49.773334817392644	-1587.769814285714	1c
157	1621782000000.0	33891.91	34015.9	33354.62	33891.88	3342.516383	2021-05-23 15:00:00	34214.53862302254	36186.98596390664	49.45951427516416	-1488.3763178571444	1c
158	1621783800000.0	33901.54	33917.68	33000.0	33318.09	4423.972283	2021-05-23 15:30:00	34051.54796429117	36084.20872263543	49.44067268067824	-1477.3996571428597	1c
159	1621785600000.0	33316.42	33700.0	31656.82	31963.83	13347.953798	2021-05-23 16:00:00	33671.96287987458	35936.61382048924	50.22795790743335	-1645.566989285716	3a
160	1621787400000.0	31963.8	32771.9	31111.01	32237.0	13717.261037	2021-05-23 16:30:00	33411.060538079204	35804.10511947943	51.20884149367642	-1679.0999964285743	3a
161	1621789200000.0	32237.0	33900.0	32110.39	32903.04	9676.692972	2021-05-23 17:00:00	33318.69316751935	35700.20861937787	50.19297027781477	-1562.4844642857165	1c
162	1621791000000.0	32903.04	33600.0	32525.0	32715.82	4341.444456	2021-05-23 17:30:00	33209.07986433401	35593.33860968724	49.249662146783514	-1459.4937607142867	1c
163	1621792800000.0	32716.0	33016.64	31777.89	32920.49	6773.800805	2021-05-23 18:00:00	33156.60897990964	35497.63387885902	48.87866802926649	-1319.264096428572	1c
164	1621794600000.0	32915.19	33469.14	32326.77	32529.81	4013.341792	2021-05-23 18:30:00	33042.645529016976	35391.37695844254	47.832585287834625	-1331.227267857142	3c
165	1621796400000.0	32539.08	33449.0	32203.87	33186.09	4678.765128	2021-05-23 19:00:00	33068.72634192298	35312.42812918405	46.95307738986637	-1157.5399607142845	1c
